time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230418:1830,0.0,0.0,0.0,0.0,28.01,2.62,0.0
20230418:1930,0.0,0.0,0.0,0.0,26.6,2.21,0.0
20230418:2030,0.0,0.0,0.0,0.0,25.33,2.14,0.0
20230418:2130,0.0,0.0,0.0,0.0,24.23,2.07,0.0
20230418:2230,0.0,0.0,0.0,0.0,23.28,2.0,0.0
20230418:2330,0.0,0.0,0.0,0.0,22.5,2.14,0.0
20230419:0030,0.0,4.04,1.14,0.92,22.08,2.34,0.0
20230419:0130,0.0,23.66,6.64,13.93,22.25,2.48,0.0
20230419:0230,0.0,35.44,9.96,27.08,25.25,2.69,0.0
20230419:0330,0.0,48.63,13.66,40.18,28.88,3.1,0.0
20230419:0430,0.0,67.02,18.82,52.89,31.89,3.17,0.0
20230419:0530,0.0,59.35,16.67,64.38,34.28,2.9,0.0
20230419:0630,146.9,65.81,96.09,71.95,36.21,2.83,0.0
20230419:0730,273.02,91.21,93.58,70.29,36.46,0.69,0.0
20230419:0830,283.35,129.85,73.51,60.96,37.32,1.66,0.0
20230419:0930,408.81,113.02,70.56,48.92,37.48,2.34,0.0
20230419:1030,290.74,130.46,45.01,36.04,37.66,2.69,0.0
20230419:1130,169.01,89.35,22.47,22.9,36.85,2.69,0.0
20230419:1230,54.79,32.72,6.24,9.77,35.67,1.31,0.0
20230419:1330,0.0,0.0,0.0,-3.15,33.54,0.9,0.0
20230419:1430,0.0,0.0,0.0,0.0,31.14,3.31,0.0
20230419:1530,0.0,0.0,0.0,0.0,29.08,5.1,0.0
20230419:1630,0.0,0.0,0.0,0.0,27.66,4.07,0.0
20230419:1730,0.0,0.0,0.0,0.0,26.67,2.69,0.0
20230419:1830,0.0,0.0,0.0,0.0,26.0,1.93,0.0
20230419:1930,0.0,0.0,0.0,0.0,25.98,1.86,0.0
20230419:2030,0.0,0.0,0.0,0.0,24.85,1.59,0.0
20230419:2130,0.0,0.0,0.0,0.0,24.0,2.14,0.0
20230419:2230,0.0,0.0,0.0,0.0,23.66,2.55,0.0
20230419:2330,0.0,0.0,0.0,0.0,23.52,3.03,0.0
20230420:0030,0.0,4.41,1.24,1.13,23.38,3.24,0.0
20230420:0130,0.0,24.37,6.84,14.13,23.49,3.1,0.0
20230420:0230,0.0,34.25,9.62,27.29,25.64,3.24,0.0
20230420:0330,0.0,41.63,11.69,40.39,28.32,3.59,0.0
20230420:0430,0.0,46.8,13.14,53.12,30.58,3.93,0.0
20230420:0530,0.0,50.59,14.21,64.66,32.23,3.66,0.0
20230420:0630,125.46,87.99,89.76,72.3,33.67,3.59,0.0
20230420:0730,254.88,81.14,87.59,70.58,34.65,2.83,0.0
20230420:0830,354.57,108.77,84.3,61.14,35.3,3.17,0.0
20230420:0930,385.16,120.12,69.0,49.05,35.98,3.59,0.0
20230420:1030,348.25,112.68,48.1,36.15,35.83,3.72,0.0
20230420:1130,126.55,73.41,18.7,23.0,35.28,3.66,0.0
20230420:1230,68.05,39.42,7.27,9.88,33.69,3.24,0.0
20230420:1330,0.0,0.0,0.0,-3.03,30.91,1.59,0.0
20230420:1430,0.0,0.0,0.0,0.0,29.05,2.69,0.0
20230420:1530,0.0,0.0,0.0,0.0,27.67,3.45,0.0
20230420:1630,0.0,0.0,0.0,0.0,26.96,3.24,0.0
20230420:1730,0.0,0.0,0.0,0.0,26.11,2.69,0.0
20230420:1830,0.0,0.0,0.0,0.0,25.38,2.9,0.0
20230420:1930,0.0,0.0,0.0,0.0,25.22,2.34,0.0
20230420:2030,0.0,0.0,0.0,0.0,24.3,2.76,0.0
20230420:2130,0.0,0.0,0.0,0.0,23.61,2.48,0.0
20230420:2230,0.0,0.0,0.0,0.0,22.97,2.07,0.0
20230420:2330,0.0,0.0,0.0,0.0,22.1,1.66,0.0
20230421:0030,0.0,4.41,1.24,1.35,21.06,1.45,0.0
20230421:0130,0.0,22.02,6.18,14.34,20.68,1.31,0.0
20230421:0230,0.0,39.71,11.16,27.49,24.46,1.17,0.0
20230421:0330,0.0,47.86,13.44,40.6,27.57,1.93,0.0
20230421:0430,0.0,75.17,21.11,53.35,30.63,2.48,0.0
20230421:0530,0.0,74.51,20.93,64.94,32.59,2.0,0.0
20230421:0630,104.95,124.45,86.33,72.64,33.84,0.69,0.0
20230421:0730,257.25,103.41,93.38,70.85,34.16,0.9,0.0
20230421:0830,384.09,93.39,88.56,61.31,34.9,1.52,0.0
20230421:0930,411.18,113.43,72.19,49.18,35.39,2.14,0.0
20230421:1030,416.09,108.39,54.16,36.25,35.49,2.55,0.0
20230421:1130,321.53,91.61,30.77,23.1,35.25,2.69,0.0
20230421:1230,139.48,50.59,9.38,9.99,34.62,2.34,0.0
20230421:1330,0.0,0.0,0.0,-2.91,32.89,1.17,0.0
20230421:1430,0.0,0.0,0.0,0.0,30.18,2.0,0.0
20230421:1530,0.0,0.0,0.0,0.0,27.88,3.66,0.0
20230421:1630,0.0,0.0,0.0,0.0,26.63,4.62,0.0
20230421:1730,0.0,0.0,0.0,0.0,25.68,3.66,0.0
20230421:1830,0.0,0.0,0.0,0.0,24.58,2.83,0.0
20230421:1930,0.0,0.0,0.0,0.0,23.91,2.07,0.0
20230421:2030,0.0,0.0,0.0,0.0,22.67,2.0,0.0
20230421:2130,0.0,0.0,0.0,0.0,21.42,1.79,0.0
20230421:2230,0.0,0.0,0.0,0.0,20.24,1.59,0.0
20230421:2330,0.0,0.0,0.0,0.0,20.05,1.24,0.0
20230422:0030,0.0,4.79,1.34,1.55,20.3,0.97,0.0
20230422:0130,0.0,23.25,6.53,14.53,20.75,0.41,0.0
20230422:0230,0.0,35.21,9.89,27.68,23.03,0.48,0.0
20230422:0330,0.0,41.96,11.78,40.8,27.74,0.34,0.0
20230422:0430,0.0,46.92,13.18,53.57,30.68,0.28,0.0
20230422:0530,0.0,51.03,14.34,65.22,32.65,0.41,0.0
20230422:0630,128.9,81.99,94.76,72.98,33.97,1.1,0.0
20230422:0730,262.39,99.67,95.49,71.13,34.55,1.38,0.0
20230422:0830,351.12,115.1,86.26,61.48,35.14,1.93,0.0
20230422:0930,413.5,112.52,73.03,49.3,35.31,2.41,0.0
20230422:1030,419.34,104.71,54.55,36.36,35.25,3.1,0.0
20230422:1130,163.04,101.74,24.3,23.21,34.99,3.72,0.0
20230422:1230,124.92,58.9,10.11,10.09,33.6,3.93,0.0
20230422:1330,0.0,0.0,0.0,-2.78,31.6,3.52,0.0
20230422:1430,0.0,0.0,0.0,0.0,29.16,3.31,0.0
20230422:1530,0.0,0.0,0.0,0.0,27.62,3.52,0.0
20230422:1630,0.0,0.0,0.0,0.0,26.62,4.07,0.0
20230422:1730,0.0,0.0,0.0,0.0,25.88,4.48,0.0
20230422:1830,0.0,0.0,0.0,0.0,24.99,3.86,0.0
20230422:1930,0.0,0.0,0.0,0.0,24.23,3.66,0.0
20230422:2030,0.0,0.0,0.0,0.0,23.32,3.17,0.0
20230422:2130,0.0,0.0,0.0,0.0,22.29,2.83,0.0
20230422:2230,0.0,0.0,0.0,0.0,21.37,2.55,0.0
20230422:2330,0.0,0.0,0.0,0.0,20.98,2.14,0.0
20230423:0030,0.0,4.47,1.26,1.76,20.04,1.52,0.0
20230423:0130,0.0,29.48,8.28,14.73,21.25,0.41,0.0
20230423:0230,0.0,51.19,14.38,27.87,23.29,0.41,0.0
20230423:0330,0.0,57.33,16.11,41.0,27.05,1.24,0.0
20230423:0430,0.0,62.8,17.64,53.79,30.87,2.14,0.0
20230423:0530,0.0,92.42,25.96,65.49,33.61,3.17,0.0
20230423:0630,104.41,121.05,88.8,73.32,34.96,3.59,0.0
20230423:0730,233.01,120.67,91.28,71.4,32.76,0.9,0.0
20230423:0830,337.39,111.31,83.82,61.65,33.15,0.83,0.0
20230423:0930,354.23,135.57,68.73,49.42,33.3,0.48,0.0
20230423:1030,232.36,149.52,44.07,36.46,33.41,1.03,0.0
20230423:1130,116.02,96.87,21.96,23.31,32.8,1.31,0.0
20230423:1230,24.17,22.18,4.56,10.2,31.76,0.83,0.0
20230423:1330,0.0,0.0,0.0,-2.66,28.38,0.76,0.0
20230423:1430,0.0,0.0,0.0,0.0,26.58,1.31,0.0
20230423:1530,0.0,0.0,0.0,0.0,25.67,1.66,0.0
20230423:1630,0.0,0.0,0.0,0.0,24.71,1.66,0.0
20230423:1730,0.0,0.0,0.0,0.0,23.78,1.03,0.0
20230423:1830,0.0,0.0,0.0,0.0,23.24,1.03,0.0
20230423:1930,0.0,0.0,0.0,0.0,21.82,1.38,0.0
20230423:2030,0.0,0.0,0.0,0.0,22.91,0.76,0.0
20230423:2130,0.0,0.0,0.0,0.0,21.12,1.17,0.0
20230423:2230,0.0,0.0,0.0,0.0,19.93,1.45,0.0
20230423:2330,0.0,0.0,0.0,0.0,19.39,1.52,0.0
20230424:0030,0.0,5.36,1.51,1.96,19.21,1.45,0.0
20230424:0130,0.0,25.21,7.08,14.92,19.18,1.31,0.0
20230424:0230,0.0,42.19,11.85,28.06,22.87,0.41,0.0
20230424:0330,0.0,75.03,21.07,41.19,26.45,2.62,0.0
20230424:0430,0.0,93.63,26.3,54.01,28.05,4.21,0.0
20230424:0530,0.0,84.66,23.78,65.75,29.49,4.48,0.0
20230424:0630,106.91,108.87,89.84,73.65,30.96,3.72,0.0
20230424:0730,117.49,144.47,61.75,71.66,30.71,5.24,0.0
20230424:0830,191.96,161.07,64.64,61.82,29.83,4.83,0.0
20230424:0930,289.57,155.95,63.62,49.55,30.34,4.28,0.0
20230424:1030,246.36,134.66,43.52,36.57,30.44,4.83,0.0
20230424:1130,206.32,116.14,28.3,23.41,29.96,4.28,0.0
20230424:1230,164.94,59.48,11.02,10.31,29.38,3.66,0.0
20230424:1330,0.0,0.0,0.0,-2.53,28.26,2.69,0.0
20230424:1430,0.0,0.0,0.0,0.0,26.23,2.76,0.0
20230424:1530,0.0,0.0,0.0,0.0,24.97,3.03,0.0
20230424:1630,0.0,0.0,0.0,0.0,24.02,3.31,0.0
20230424:1730,0.0,0.0,0.0,0.0,23.13,3.24,0.0
20230424:1830,0.0,0.0,0.0,0.0,22.33,3.1,0.0
20230424:1930,0.0,0.0,0.0,0.0,22.16,3.24,0.0
20230424:2030,0.0,0.0,0.0,0.0,21.42,3.03,0.0
20230424:2130,0.0,0.0,0.0,0.0,20.68,2.83,0.0
20230424:2230,0.0,0.0,0.0,0.0,20.0,2.76,0.0
20230424:2330,0.0,0.0,0.0,0.0,19.41,2.62,0.0
20230425:0030,0.0,5.32,1.49,2.16,18.91,2.48,0.0
20230425:0130,0.0,23.91,6.72,15.11,18.99,2.14,0.0
20230425:0230,0.0,35.53,9.98,28.24,21.52,2.55,0.0
20230425:0330,0.0,43.04,12.09,41.38,24.47,2.97,0.0
20230425:0430,0.0,48.17,13.53,54.22,27.15,3.38,0.0
20230425:0530,0.0,51.3,14.41,66.01,29.25,3.31,0.0
20230425:0630,128.67,63.91,97.46,73.98,30.73,2.69,0.0
20230425:0730,264.45,79.33,96.21,71.93,31.95,2.0,0.0
20230425:0830,365.58,91.21,88.14,61.98,32.72,1.66,0.0
20230425:0930,416.17,98.97,73.64,49.67,33.16,1.79,0.0
20230425:1030,407.49,100.78,54.47,36.67,33.26,2.21,0.0
20230425:1130,327.93,93.04,32.54,23.51,32.98,2.48,0.0
20230425:1230,156.41,61.25,11.17,10.42,32.32,2.76,0.0
20230425:1330,0.0,0.0,0.0,-2.41,30.75,2.34,0.0
20230425:1430,0.0,0.0,0.0,0.0,28.44,2.69,0.0
20230425:1530,0.0,0.0,0.0,0.0,27.04,2.62,0.0
20230425:1630,0.0,0.0,0.0,0.0,26.08,2.41,0.0
20230425:1730,0.0,0.0,0.0,0.0,25.03,2.28,0.0
20230425:1830,0.0,0.0,0.0,0.0,24.05,2.28,0.0
20230425:1930,0.0,0.0,0.0,0.0,23.38,2.14,0.0
20230425:2030,0.0,0.0,0.0,0.0,22.53,2.21,0.0
20230425:2130,0.0,0.0,0.0,0.0,21.69,2.14,0.0
20230425:2230,0.0,0.0,0.0,0.0,21.06,2.34,0.0
20230425:2330,0.0,0.0,0.0,0.0,20.73,2.48,0.0
20230426:0030,0.0,6.73,1.89,2.35,20.64,2.55,0.0
20230426:0130,0.0,33.45,9.39,15.29,21.01,2.34,0.0
20230426:0230,0.0,62.57,17.57,28.42,24.17,2.0,0.0
20230426:0330,0.0,95.66,26.87,41.56,27.82,2.0,0.0
20230426:0430,0.0,91.53,25.71,54.42,30.62,2.0,0.0
20230426:0530,0.0,98.79,27.75,66.26,32.55,1.1,0.0
20230426:0630,78.14,149.75,81.74,74.3,33.78,0.48,0.0
20230426:0730,199.37,157.41,90.39,72.18,33.99,0.48,0.0
20230426:0830,229.05,164.88,73.17,62.14,34.68,0.14,0.0
20230426:0930,186.79,203.86,59.04,49.78,34.73,0.28,0.0
20230426:1030,148.13,160.79,40.21,36.77,34.66,0.9,0.0
20230426:1130,62.49,99.41,20.95,23.61,34.26,1.03,0.0
20230426:1230,5.42,32.74,6.5,10.53,33.7,1.86,0.0
20230426:1330,0.0,0.0,0.0,-2.28,32.05,2.41,0.0
20230426:1430,0.0,0.0,0.0,0.0,30.06,2.62,0.0
20230426:1530,0.0,0.0,0.0,0.0,28.63,2.62,0.0
20230426:1630,0.0,0.0,0.0,0.0,27.23,2.55,0.0
20230426:1730,0.0,0.0,0.0,0.0,25.99,2.41,0.0
20230426:1830,0.0,0.0,0.0,0.0,25.12,2.28,0.0
20230426:1930,0.0,0.0,0.0,0.0,25.0,2.76,0.0
20230426:2030,0.0,0.0,0.0,0.0,24.4,2.76,0.0
20230426:2130,0.0,0.0,0.0,0.0,23.96,2.62,0.0
20230426:2230,0.0,0.0,0.0,0.0,23.29,2.62,0.0
20230426:2330,0.0,0.0,0.0,0.0,22.75,2.48,0.0
20230427:0030,0.0,6.35,1.79,2.54,22.14,2.34,0.0
20230427:0130,0.0,28.69,8.06,15.47,22.03,1.93,0.0
20230427:0230,0.0,48.65,13.66,28.6,25.14,2.0,0.0
20230427:0330,0.0,49.61,13.94,41.74,28.3,2.55,0.0
20230427:0430,0.0,57.57,16.17,54.62,31.13,2.69,0.0
20230427:0530,0.0,73.48,20.64,66.5,33.49,2.48,0.0
20230427:0630,87.45,138.93,87.91,74.62,35.08,2.14,0.0
20230427:0730,193.5,147.31,87.7,72.44,36.3,1.45,0.0
20230427:0830,306.12,126.02,83.01,62.3,36.73,1.31,0.0
20230427:0930,204.38,162.92,55.17,49.9,37.13,1.52,0.0
20230427:1030,149.48,85.6,29.12,36.88,36.72,1.31,0.0
20230427:1130,104.8,71.3,18.24,23.71,35.05,1.38,0.0
20230427:1230,83.52,30.34,6.84,10.64,33.09,1.17,0.0
20230427:1330,0.0,0.0,0.0,-2.16,31.19,1.93,0.0
20230427:1430,0.0,0.0,0.0,0.0,28.88,3.93,0.0
20230427:1530,0.0,0.0,0.0,0.0,28.39,4.69,0.0
20230427:1630,0.0,0.0,0.0,0.0,27.68,4.21,0.0
20230427:1730,0.0,0.0,0.0,0.0,26.7,3.31,0.0
20230427:1830,0.0,0.0,0.0,0.0,25.85,2.76,0.0
20230427:1930,0.0,0.0,0.0,0.0,25.72,2.0,0.0
20230427:2030,0.0,0.0,0.0,0.0,24.71,1.38,0.0
20230427:2130,0.0,0.0,0.0,0.0,24.61,1.1,0.0
20230427:2230,0.0,0.0,0.0,0.0,24.33,0.97,0.0
20230427:2330,0.0,0.0,0.0,0.0,24.92,0.28,0.0
20230428:0030,0.0,6.35,1.79,2.73,22.73,1.45,0.0
20230428:0130,0.0,29.78,8.37,15.64,22.98,1.59,0.0
20230428:0230,0.0,60.34,16.95,28.77,25.51,1.66,0.0
20230428:0330,0.0,102.64,28.83,41.91,28.36,2.14,0.0
20230428:0430,0.0,117.98,33.14,54.81,30.7,2.21,0.0
20230428:0530,0.0,123.82,34.78,66.74,31.88,1.79,0.0
20230428:0630,25.81,229.73,63.5,74.93,32.81,1.79,0.0
20230428:0730,58.87,206.81,58.02,72.68,32.92,0.34,0.0
20230428:0830,168.78,110.0,53.65,62.46,33.17,1.17,0.0
20230428:0930,200.11,152.6,53.39,50.01,32.25,2.14,0.0
20230428:1030,165.89,133.2,37.8,36.98,31.88,0.83,0.0
20230428:1130,173.02,83.46,23.47,23.81,31.39,1.93,0.0
20230428:1230,55.33,42.65,8.13,10.75,30.86,1.24,0.0
20230428:1330,0.0,0.0,0.0,-2.03,30.15,0.83,0.0
20230428:1430,0.0,0.0,0.0,0.0,28.96,1.59,0.0
20230428:1530,0.0,0.0,0.0,0.0,27.52,2.0,0.0
20230428:1630,0.0,0.0,0.0,0.0,26.49,1.93,0.0
20230428:1730,0.0,0.0,0.0,0.0,25.61,2.14,0.0
20230428:1830,0.0,0.0,0.0,0.0,24.96,2.0,0.0
20230428:1930,0.0,0.0,0.0,0.0,24.28,2.14,0.0
20230428:2030,0.0,0.0,0.0,0.0,23.63,2.0,0.0
20230428:2130,0.0,0.0,0.0,0.0,22.92,1.66,0.0
20230428:2230,0.0,0.0,0.0,0.0,22.55,1.38,0.0
20230428:2330,0.0,0.0,0.0,0.0,22.8,1.03,0.0
20230429:0030,0.0,7.44,2.09,2.91,22.37,1.1,0.0
20230429:0130,0.0,33.64,9.45,15.81,22.09,1.03,0.0
20230429:0230,0.0,55.82,15.68,28.93,25.27,0.48,0.0
20230429:0330,0.0,92.76,26.05,42.08,28.41,0.62,0.0
20230429:0430,0.0,110.66,31.09,55.0,30.52,1.31,0.0
20230429:0530,0.0,124.83,35.06,66.98,31.88,2.07,0.0
20230429:0630,85.34,122.81,86.69,75.24,32.74,2.83,0.0
20230429:0730,112.58,194.93,72.21,72.93,32.48,3.17,0.0
20230429:0830,71.57,149.04,42.47,62.61,30.69,4.62,0.0
20230429:0930,95.75,174.5,44.79,50.13,29.78,3.31,0.0
20230429:1030,128.17,110.64,31.51,37.08,30.2,1.93,0.0
20230429:1130,231.12,91.44,27.85,23.91,30.09,1.1,0.0
20230429:1230,91.01,47.44,9.2,10.86,30.15,1.1,0.0
20230429:1330,0.0,0.0,0.0,-1.91,28.05,0.62,0.0
20230429:1430,0.0,0.0,0.0,0.0,26.01,1.03,0.0
20230429:1530,0.0,0.0,0.0,0.0,24.12,2.69,0.0
20230429:1630,0.0,0.0,0.0,0.0,23.07,1.17,0.0
20230429:1730,0.0,0.0,0.0,0.0,22.77,0.69,0.0
20230429:1830,0.0,0.0,0.0,0.0,22.44,0.69,0.0
20230429:1930,0.0,0.0,0.0,0.0,23.04,0.62,0.0
20230429:2030,0.0,0.0,0.0,0.0,22.04,1.03,0.0
20230429:2130,0.0,0.0,0.0,0.0,21.85,2.07,0.0
20230429:2230,0.0,0.0,0.0,0.0,21.52,2.07,0.0
20230429:2330,0.0,0.0,0.0,0.0,21.1,1.72,0.0
20230430:0030,0.0,6.28,1.76,3.09,20.73,1.93,0.0
20230430:0130,0.0,25.49,7.16,15.98,21.35,1.79,0.0
20230430:0230,0.0,38.86,10.92,29.09,24.46,2.28,0.0
20230430:0330,0.0,54.02,15.17,42.25,27.12,3.03,0.0
20230430:0430,0.0,61.73,17.34,55.18,28.72,3.24,0.0
20230430:0530,0.0,73.39,20.61,67.2,29.7,3.17,0.0
20230430:0630,62.98,165.93,79.8,75.55,30.64,2.14,0.0
20230430:0730,87.34,198.0,65.55,73.17,30.02,1.03,0.0
20230430:0830,97.24,168.08,50.77,62.76,30.17,0.55,0.0
20230430:0930,97.59,147.81,40.54,50.24,29.99,0.62,0.0
20230430:1030,55.35,105.53,25.05,37.17,27.75,0.97,0.0
20230430:1130,44.12,42.93,10.86,24.01,25.84,1.45,0.0
20230430:1230,7.89,22.08,4.49,10.97,25.63,1.03,0.0
20230430:1330,0.0,0.0,0.0,-1.78,25.45,1.03,0.0
20230430:1430,0.0,0.0,0.0,0.0,24.96,1.52,0.0
20230430:1530,0.0,0.0,0.0,0.0,24.29,1.79,0.0
20230430:1630,0.0,0.0,0.0,0.0,23.07,2.28,0.0
20230430:1730,0.0,0.0,0.0,0.0,21.64,2.55,0.0
20230430:1830,0.0,0.0,0.0,0.0,21.24,1.1,0.0
20230430:1930,0.0,0.0,0.0,0.0,21.4,1.86,0.0
20230430:2030,0.0,0.0,0.0,0.0,21.05,1.66,0.0
20230430:2130,0.0,0.0,0.0,0.0,20.79,2.0,0.0
20230430:2230,0.0,0.0,0.0,0.0,20.37,2.41,0.0
20230430:2330,0.0,0.0,0.0,0.0,20.02,2.34,0.0
20230501:0030,0.0,5.77,1.62,3.27,19.56,2.14,0.0
20230501:0130,0.0,25.53,7.17,16.14,19.68,1.86,0.0
20230501:0230,0.0,54.22,15.23,29.25,20.27,2.62,0.0
20230501:0330,0.0,73.48,20.64,42.4,21.48,2.55,0.0
20230501:0430,0.0,89.77,25.21,55.35,22.64,2.14,0.0
20230501:0530,0.0,98.86,27.77,67.43,23.83,1.72,0.0
20230501:0630,6.42,134.86,31.83,75.85,25.33,1.38,0.0
20230501:0730,117.47,173.39,71.04,73.41,24.44,1.79,0.0
20230501:0830,198.88,132.6,64.76,62.9,26.08,2.21,0.0
20230501:0930,54.5,74.75,22.21,50.35,25.88,2.21,0.0
20230501:1030,101.71,65.33,22.21,37.27,23.81,2.76,0.0
20230501:1130,62.13,52.16,13.45,24.11,22.86,2.55,0.0
20230501:1230,53.29,45.06,8.64,11.08,22.98,2.07,0.0
20230501:1330,0.0,0.0,0.0,-1.66,22.99,2.62,0.0
20230501:1430,0.0,0.0,0.0,0.0,22.19,2.97,0.0
20230501:1530,0.0,0.0,0.0,0.0,21.59,3.24,0.0
20230501:1630,0.0,0.0,0.0,0.0,21.19,2.76,0.0
20230501:1730,0.0,0.0,0.0,0.0,20.71,2.28,0.0
20230501:1830,0.0,0.0,0.0,0.0,20.23,1.79,0.0
20230501:1930,0.0,0.0,0.0,0.0,20.6,2.14,0.0
20230501:2030,0.0,0.0,0.0,0.0,20.12,1.79,0.0
20230501:2130,0.0,0.0,0.0,0.0,19.91,1.31,0.0
20230501:2230,0.0,0.0,0.0,0.0,19.82,1.24,0.0
20230501:2330,0.0,0.0,0.0,0.0,19.77,1.59,0.0
20230502:0030,0.0,3.79,1.06,3.44,19.54,2.21,0.0
20230502:0130,0.0,19.56,5.5,16.3,19.47,2.62,0.0
20230502:0230,0.0,30.1,8.46,29.4,19.58,2.9,0.0
20230502:0330,0.0,59.79,16.79,42.56,19.9,2.69,0.0
20230502:0430,0.0,113.74,31.95,55.52,20.85,2.76,0.0
20230502:0530,0.0,105.63,29.67,67.64,22.28,3.17,0.0
20230502:0630,31.45,175.59,59.42,76.15,23.48,3.38,0.0
20230502:0730,145.75,106.51,68.97,73.64,25.87,2.76,0.0
20230502:0830,177.85,138.73,61.99,63.04,26.66,2.97,0.0
20230502:0930,207.81,147.57,55.01,50.45,26.76,2.83,0.0
20230502:1030,169.25,115.97,36.4,37.37,27.06,2.62,0.0
20230502:1130,124.9,78.67,20.92,24.21,25.63,1.79,0.0
20230502:1230,14.94,22.78,4.74,11.19,23.36,2.14,0.0
20230502:1330,0.0,0.0,0.0,-1.53,22.02,1.72,0.0
20230502:1430,0.0,0.0,0.0,0.0,21.6,1.72,0.0
20230502:1530,0.0,0.0,0.0,0.0,21.13,2.0,0.0
20230502:1630,0.0,0.0,0.0,0.0,20.98,1.79,0.0
20230502:1730,0.0,0.0,0.0,0.0,20.71,1.52,0.0
20230502:1830,0.0,0.0,0.0,0.0,20.36,1.24,0.0
20230502:1930,0.0,0.0,0.0,0.0,20.92,2.07,0.0
20230502:2030,0.0,0.0,0.0,0.0,20.81,1.66,0.0
20230502:2130,0.0,0.0,0.0,0.0,20.42,1.45,0.0
20230502:2230,0.0,0.0,0.0,0.0,19.84,1.17,0.0
20230502:2330,0.0,0.0,0.0,0.0,19.77,0.9,0.0
20230503:0030,0.0,6.98,1.96,3.6,19.28,1.03,0.0
20230503:0130,0.0,27.2,7.64,16.45,19.82,1.72,0.0
20230503:0230,0.0,44.7,12.56,29.55,21.4,3.79,0.0
20230503:0330,0.0,49.38,13.87,42.71,20.84,4.21,0.0
20230503:0430,0.0,55.25,15.52,55.69,20.97,3.72,0.0
20230503:0530,0.0,108.83,30.57,67.85,21.7,3.45,0.0
20230503:0630,51.11,161.16,73.49,76.44,23.39,2.97,0.0
20230503:0730,116.27,167.43,70.82,73.86,27.69,2.14,0.0
20230503:0830,235.38,165.73,78.85,63.18,28.43,1.79,0.0
20230503:0930,303.88,136.49,67.36,50.56,29.19,1.66,0.0
20230503:1030,289.99,129.27,49.84,37.47,29.53,1.45,0.0
20230503:1130,245.3,84.9,28.98,24.31,29.38,1.03,0.0
20230503:1230,80.12,35.02,7.82,11.29,28.58,0.9,0.0
20230503:1330,0.0,0.0,0.0,-1.41,26.56,1.86,0.0
20230503:1430,0.0,0.0,0.0,0.0,24.74,1.03,0.0
20230503:1530,0.0,0.0,0.0,0.0,23.79,1.24,0.0
20230503:1630,0.0,0.0,0.0,0.0,22.7,1.66,0.0
20230503:1730,0.0,0.0,0.0,0.0,22.05,1.03,0.0
20230503:1830,0.0,0.0,0.0,0.0,22.29,0.21,0.0
20230503:1930,0.0,0.0,0.0,0.0,20.43,1.59,0.0
20230503:2030,0.0,0.0,0.0,0.0,19.65,1.1,0.0
20230503:2130,0.0,0.0,0.0,0.0,19.16,1.52,0.0
20230503:2230,0.0,0.0,0.0,0.0,18.91,1.72,0.0
20230503:2330,0.0,0.0,0.0,0.0,18.85,1.72,0.0
20230504:0030,0.0,7.23,2.03,3.77,18.77,1.72,0.0
20230504:0130,0.0,27.75,7.79,16.6,19.18,1.59,0.0
20230504:0230,0.0,39.52,11.1,29.69,21.12,1.93,0.0
20230504:0330,0.0,61.05,17.15,42.85,22.96,1.93,0.0
20230504:0430,0.0,68.03,19.11,55.84,24.72,1.24,0.0
20230504:0530,0.0,60.7,17.05,68.05,26.27,0.76,0.0
20230504:0630,80.58,99.74,88.29,76.72,27.61,0.62,0.0
20230504:0730,190.37,94.04,84.17,74.09,28.46,0.97,0.0
20230504:0830,249.65,99.54,71.92,63.32,29.0,0.76,0.0
20230504:0930,302.41,110.14,63.94,50.67,29.26,0.55,0.0
20230504:1030,284.68,111.72,47.45,37.56,29.38,0.41,0.0
20230504:1130,238.33,85.44,28.86,24.41,29.27,0.34,0.0
20230504:1230,122.22,49.21,10.52,11.4,28.76,0.48,0.0
20230504:1330,0.0,0.0,0.0,-1.28,27.83,0.48,0.0
20230504:1430,0.0,0.0,0.0,0.0,26.97,0.83,0.0
20230504:1530,0.0,0.0,0.0,0.0,25.24,1.1,0.0
20230504:1630,0.0,0.0,0.0,0.0,23.72,1.52,0.0
20230504:1730,0.0,0.0,0.0,0.0,22.61,1.59,0.0
20230504:1830,0.0,0.0,0.0,0.0,21.95,1.24,0.0
20230504:1930,0.0,0.0,0.0,0.0,21.66,1.52,0.0
20230504:2030,0.0,0.0,0.0,0.0,21.17,1.72,0.0
20230504:2130,0.0,0.0,0.0,0.0,20.74,1.72,0.0
20230504:2230,0.0,0.0,0.0,0.0,20.28,1.59,0.0
20230504:2330,0.0,0.0,0.0,0.0,19.93,1.52,0.0
20230505:0030,0.0,7.46,2.1,3.92,19.64,1.79,0.0
20230505:0130,0.0,26.08,7.32,16.75,20.12,1.45,0.0
20230505:0230,0.0,38.0,10.67,29.83,23.97,1.31,0.0
20230505:0330,0.0,44.7,12.56,42.99,26.55,1.45,0.0
20230505:0430,0.0,50.64,14.22,56.0,28.53,1.52,0.0
20230505:0530,0.0,55.02,15.46,68.25,29.89,1.66,0.0
20230505:0630,91.09,64.99,92.74,77.0,30.83,2.14,0.0
20230505:0730,170.54,97.79,78.69,74.31,31.72,1.86,0.0
